charging_station_id,location,time_of_day,next_maintenance_days,usage_efficiency,maintenance_needed,fault_probability,charging_sessions,total_energy_delivered_kW,last_maintenance_date,charging_duration_hours,temperature,voltage,current,user_feedback
380,Location C,Morning,4.2,1.0,Cable Inspection,0.02,2,522.6897137947504,2024-02-01 07:16:31.926507,1.4519438140938576,36.109120184058945,380.0836592773549,53.33504088603262,5
381,Location A,Morning,287.5,1.0,Battery Check,0.05,5,702.8924317641217,2024-11-10 14:24:31.926507,2.706824492871145,26.83078112372329,216.57360234117857,36.500398219169284,2
382,Location D,Evening,93.2,1.0,Battery Check,0.02,2,426.666963168358,2024-04-30 05:54:31.926507,1.5899651104714014,15.804662271710821,291.2815815910061,81.28199841027933,5
383,Location B,Evening,290.6,1.0,Software Update,0.06,6,271.76112391321374,2024-11-13 05:32:31.926507,1.2449051935260622,22.18302154804705,253.42803681314072,57.151059451005175,1
384,Location B,Morning,72.7,1.0,Cable Inspection,0.07,7,624.9645361635395,2024-04-09 10:41:31.926507,1.6702185289370766,37.20808020206726,319.30617391033275,49.94590916516487,1
385,Location B,Night,10.4,1.0,Cable Inspection,0.04,4,865.4513148548464,2024-02-07 03:33:31.926507,1.4202732799982456,18.485070895805997,336.3019134315816,12.4925900169941,4
386,Location B,Morning,295.6,1.0,Cable Inspection,0.06,6,296.55772926462816,2024-11-18 02:31:31.926507,1.1752151572417344,22.435094626240556,310.16056854349057,48.408938869931646,4
387,Location A,Morning,44.8,1.0,Battery Check,0.08,8,310.8193641583398,2024-03-12 22:18:31.926507,1.0504746703171302,23.163773420572756,344.29995714634913,27.89186509764437,5
388,Location C,Morning,361.1,1.0,Battery Check,0.11,11,753.1424053535201,2025-01-22 15:33:31.926507,0.9675476133077899,27.222549358347212,267.10169614258615,92.50189220629822,1
389,Location D,Night,332.6,1.0,Cable Inspection,0.06,6,382.8148820871639,2024-12-25 09:44:31.926507,1.5990433915298072,34.22139335955836,340.93365139255866,32.45060221113921,5
390,Location D,Evening,335.0,1.0,Battery Check,0.1,10,709.14153782437,2024-12-27 22:59:31.926507,1.695434150382117,21.99068676491864,259.750327318024,16.672310127528203,1
391,Location B,Morning,151.8,1.0,Battery Check,0.08,8,724.38523619703,2024-06-27 05:01:31.926507,1.054644075803175,35.811554993037944,381.3494535362863,40.746397364358856,4
392,Location B,Evening,291.4,1.0,Cable Inspection,0.04,4,193.1995364873563,2024-11-14 23:00:31.926507,1.184405544681291,23.755292034872546,322.81783460886965,94.65687615350416,1
393,Location D,Morning,360.3,1.0,Cable Inspection,0.03,3,160.81112256406908,2025-01-22 22:19:31.926507,2.077446631024884,20.159629244877195,241.4055552896011,41.51850222576705,4
394,Location D,Morning,260.7,1.0,Cable Inspection,0.07,7,907.2896001537543,2024-10-14 05:05:31.926507,1.6639285154325354,37.80153573626279,210.06096804901654,94.74031908885487,4
395,Location B,Afternoon,237.3,1.0,Cable Inspection,0.03,3,603.5078634458371,2024-09-21 18:53:31.926507,1.2684049458261557,20.85223395569953,358.64181667885964,47.84880061363172,3
396,Location C,Night,195.4,1.0,Connector Cleaning,0.04,4,174.97630598235824,2024-08-10 00:52:31.926507,1.2752962335625333,16.758846327642285,266.9906338098185,81.08380004810749,2
397,Location C,Morning,90.3,1.0,Software Update,0.03,3,418.28976605771436,2024-04-27 10:27:31.926507,1.6758289740215244,23.309198635283437,266.1513040574109,52.14573547109187,4
398,Location D,Afternoon,170.5,1.0,Battery Check,0.05,5,168.1961821232753,2024-07-16 21:12:31.926507,1.4521298585666709,32.61994902314795,203.89821376156254,87.96357923479142,5
399,Location C,Morning,168.6,1.0,Battery Check,0.06,6,848.4521976454962,2024-07-14 20:11:31.926507,1.8755797753463623,21.64993882786752,245.49128402764964,24.35320033590213,4
400,Location A,Afternoon,108.3,1.0,Battery Check,0.03,3,251.56119346534587,2024-05-15 06:43:31.926507,1.7327190016944045,37.544174819084645,354.4167071713145,60.96305232696078,1
401,Location D,Morning,340.3,1.0,Battery Check,0.03,3,747.3266568460926,2025-01-02 12:11:31.926507,1.5846137047587083,20.63961335784499,320.3038883071288,62.34419866362279,1
402,Location A,Night,156.2,1.0,Cable Inspection,0.02,2,383.19349098958753,2024-07-02 05:06:31.926507,0.8157967385532224,28.102233736164955,313.0334766527577,44.47032566976928,4
403,Location C,Morning,205.5,1.0,Software Update,0.05,5,590.9995383788371,2024-08-20 22:04:31.926507,2.000488737058337,30.136197859786392,298.9450501723758,57.267596590196895,4
404,Location C,Afternoon,56.5,1.0,Cable Inspection,0.05,5,732.550008826561,2024-03-24 18:23:31.926507,1.1357093405215752,34.018337900680066,292.0954461366191,34.45147714166651,5
405,Location D,Evening,311.4,1.0,Cable Inspection,0.04,4,642.5088755832314,2024-12-04 18:59:31.926507,1.3750352690862513,15.834415422986051,282.3226785469835,55.53097957414275,3
406,Location D,Morning,80.4,1.0,Connector Cleaning,0.04,4,228.7281444995306,2024-04-17 23:23:31.926507,0.7266183572877453,25.348020557186313,228.34592297061073,26.70111354147351,5
407,Location B,Evening,245.7,1.0,Battery Check,0.07,7,207.62274876284994,2024-09-29 16:49:31.926507,1.9064789589624622,32.38840813344236,225.69617767807705,39.50410080234859,5
408,Location B,Afternoon,103.7,1.0,Software Update,0.07,7,110.57043356180377,2024-05-10 10:58:31.926507,1.9794651363685891,38.508334268578835,204.13145783645678,16.25190679791665,1
409,Location C,Afternoon,47.8,1.0,Cable Inspection,0.08,8,219.50091891554013,2024-03-15 09:08:31.926507,2.284960361839821,38.139563312641144,212.85292852129504,92.85205211395211,3
410,Location D,Morning,270.1,1.0,Cable Inspection,0.01,1,78.38650190612758,2024-10-24 00:23:31.926507,1.539453759215876,26.96547650525313,340.8213742869038,50.698026491057725,2
411,Location C,Night,223.1,1.0,Cable Inspection,0.11,11,68.89302605299609,2024-09-06 07:16:31.926507,2.1024435324220407,30.807340503043637,347.04480305186655,37.41523078429388,5
412,Location A,Afternoon,48.4,1.0,Cable Inspection,0.04,4,798.2048787156203,2024-03-16 14:16:31.926507,1.3916788200193284,17.876781812239333,220.78244105375146,43.841024994636186,2
413,Location B,Night,322.0,1.0,Battery Check,0.0,0,986.1303710294312,2024-12-15 20:53:31.926507,1.7795734176980638,38.69715494724117,202.47251291825089,82.2103852041463,2
414,Location B,Morning,291.3,1.0,Battery Check,0.03,3,279.69555145134706,2024-11-14 20:05:31.926507,2.349853447850425,28.999978306725644,278.30184925090316,45.88146274084939,2
415,Location A,Afternoon,318.0,1.0,Battery Check,0.1,10,78.65444020072012,2024-12-10 20:08:31.926507,1.8742705063917682,37.583473976308866,344.74793227882606,40.43675019368345,1
416,Location D,Night,131.4,1.0,Connector Cleaning,0.04,4,622.9837251216611,2024-06-07 19:23:31.926507,1.9736868341621365,23.970464846930984,315.03282471914355,94.2024865121027,2
417,Location A,Afternoon,134.4,1.0,Battery Check,0.04,4,628.8909447088911,2024-06-10 21:02:31.926507,1.5230169271103502,33.50276964564901,347.0078892588567,69.2659643775764,5
418,Location A,Evening,7.5,1.0,Battery Check,0.05,5,883.7006090555604,2024-02-04 11:08:31.926507,1.2042885962562988,29.316340418957665,322.23977833755447,49.01179816440475,5
419,Location D,Morning,192.7,1.0,Connector Cleaning,0.07,7,118.506097302413,2024-08-07 21:57:31.926507,1.9843049383982903,18.969249639066255,206.2787237598116,37.37868893681576,2
420,Location D,Morning,190.4,1.0,Software Update,0.04,4,406.58942016410094,2024-08-05 17:15:31.926507,2.296319636647506,32.78717651580497,260.7101482857188,30.41989961298596,5
421,Location D,Afternoon,320.4,1.0,Battery Check,0.04,4,987.6518611945535,2024-12-13 15:13:31.926507,1.3616427601904608,15.020702161846414,397.873750413483,95.43430967924053,3
422,Location C,Evening,42.4,1.0,Cable Inspection,0.04,4,300.72181408371654,2024-03-10 07:43:31.926507,2.4714963707904705,36.24670117466961,228.3158100453506,83.6657924148246,1
423,Location C,Evening,318.6,1.0,Battery Check,0.06,6,36.22048528621753,2024-12-11 14:07:31.926507,1.0580174946875935,18.440774412899803,392.8837923082052,58.9621181548776,4
424,Location B,Afternoon,124.6,1.0,Connector Cleaning,0.06,6,353.8287435643929,2024-05-31 13:14:31.926507,1.1424759862308083,34.53057001997897,382.9115451911339,14.888907050544393,3
425,Location A,Evening,280.7,1.0,Software Update,0.07,7,273.96025331468,2024-11-03 03:39:31.926507,1.9920434598550378,37.66917985443501,374.11767252804805,26.958478999802907,2
426,Location B,Night,57.7,1.0,Cable Inspection,0.07,7,798.6486097306752,2024-03-25 11:32:31.926507,1.3342329451992598,23.810110206164715,253.38904639963488,57.054773351471496,2
427,Location A,Morning,211.5,1.0,Connector Cleaning,0.05,5,194.38132868043743,2024-08-26 11:34:31.926507,0.953726586079619,26.83890582712197,362.67948350777874,25.745655197387485,2
428,Location B,Afternoon,229.8,1.0,Battery Check,0.08,8,516.4567052391791,2024-09-13 07:20:31.926507,1.6794894473918167,22.419249384042338,376.29742375032924,14.826458758804646,3
429,Location B,Morning,1.3,1.0,Software Update,0.03,3,910.0752633376164,2024-01-29 16:41:31.926507,1.4305582520111593,24.059423353122146,394.91025527850263,29.5770932783115,2
430,Location B,Night,6.4,1.0,Cable Inspection,0.04,4,954.0188145055203,2024-02-03 13:52:31.926507,2.6306370667421497,27.846485316870783,200.1367209363061,52.50987293051338,3
431,Location B,Morning,159.6,1.0,Connector Cleaning,0.06,6,681.029323786398,2024-07-05 18:04:31.926507,1.8942995992325824,29.45041325542376,210.53859466472358,74.37147676522714,1
432,Location C,Evening,291.4,1.0,Connector Cleaning,0.04,4,817.4612921913788,2024-11-14 16:07:31.926507,2.1798878320815414,31.467427208867704,288.16989425591566,56.72184105139611,5
433,Location D,Evening,276.7,1.0,Connector Cleaning,0.07,7,324.4170240144919,2024-10-30 14:34:31.926507,1.3679127044994273,30.79846434685883,202.1080324572503,71.02771733959969,2
434,Location C,Evening,203.5,1.0,Cable Inspection,0.05,5,938.9105095124081,2024-08-18 15:16:31.926507,1.7978736066784844,34.02450509793978,253.2085604362036,32.48580653225147,1
435,Location B,Morning,34.3,1.0,Software Update,0.03,3,390.42044986851755,2024-03-02 22:16:31.926507,1.1297255721927053,18.654586035523337,331.90174250632265,40.0701118057695,2
436,Location D,Night,182.8,1.0,Cable Inspection,0.08,8,578.2636018339927,2024-07-28 04:40:31.926507,2.3257350549652376,17.334449750725277,281.6521756256713,83.87368294433178,4
437,Location A,Morning,297.5,1.0,Battery Check,0.05,5,156.49338927630308,2024-11-20 02:14:31.926507,1.4528193471508652,35.29413163817897,268.83379617020205,59.86514311582908,1
438,Location D,Evening,5.6,1.0,Battery Check,0.06,6,772.4830909078577,2024-02-02 16:43:31.926507,1.7493241562537025,19.13345412016967,282.536639575876,51.0517657915825,5
439,Location B,Evening,350.4,1.0,Battery Check,0.04,4,464.9606895372891,2025-01-12 20:09:31.926507,1.724495408432999,22.322291356041884,236.0240851379667,65.7613985443013,3
440,Location A,Night,66.5,1.0,Cable Inspection,0.05,5,376.4744753138001,2024-04-03 20:55:31.926507,0.7628389664623735,25.01137844807529,370.9086525836029,35.00023843844812,2
441,Location B,Night,69.6,1.0,Connector Cleaning,0.06,6,629.7804019706097,2024-04-06 12:13:31.926507,1.3433243749335197,32.77892031582028,222.20415720659392,60.78416258805602,4
442,Location C,Evening,56.5,1.0,Connector Cleaning,0.05,5,141.1446767708059,2024-03-24 05:25:31.926507,1.5508474812128588,20.414245243937035,256.7587925200847,96.97895232747419,3
443,Location A,Morning,310.4,1.0,Battery Check,0.04,4,520.215752523638,2024-12-03 20:09:31.926507,1.735357873611494,18.818197595623875,369.9805719629032,90.80808018324117,2
444,Location C,Morning,43.5,1.0,Connector Cleaning,0.05,5,211.32351258284405,2024-03-11 23:43:31.926507,0.7122574447254713,31.68450079417422,240.87861177117563,18.09715670423084,2
445,Location C,Afternoon,244.5,1.0,Connector Cleaning,0.05,5,550.870733192934,2024-09-28 00:13:31.926507,1.817780987716822,23.524082513751594,312.7159081196051,42.80897092597451,3
446,Location D,Evening,237.3,1.0,Software Update,0.03,3,496.63730362024,2024-09-21 16:47:31.926507,1.4418813667778005,32.16812709310756,286.1228403818344,27.75993464061174,2
447,Location A,Evening,180.6,1.0,Connector Cleaning,0.06,6,372.1061824825012,2024-07-26 13:17:31.926507,1.7924103407781944,21.295483525987294,393.23528272231886,43.87475400807449,1
448,Location A,Morning,168.3,1.0,Cable Inspection,0.03,3,738.5280762870678,2024-07-14 03:45:31.926507,1.996670209813928,34.61828224018656,311.9147226868451,71.85567132019659,1
449,Location A,Morning,360.9,1.0,Connector Cleaning,0.09,9,348.76346269102925,2025-01-22 06:48:31.926507,1.9244044173635044,27.18256970505351,370.10440757746346,71.3519369880584,5
450,Location B,Morning,348.3,1.0,Connector Cleaning,0.03,3,692.8034684763295,2025-01-10 01:52:31.926507,1.887558831017419,33.578919545112555,371.6367360067721,63.79026862788554,4
451,Location C,Evening,16.5,1.0,Cable Inspection,0.05,5,616.7690862995631,2024-02-13 22:06:31.926507,1.2522204715341307,35.82455714117338,372.8372828967383,38.405898846219955,3
452,Location C,Night,341.6,1.0,Cable Inspection,0.06,6,355.92809843324375,2025-01-03 12:07:31.926507,1.838656846414458,31.557909254487278,216.70382191631938,84.30420111429626,2
453,Location B,Night,114.1,1.0,Cable Inspection,0.01,1,810.8238490716438,2024-05-21 21:56:31.926507,2.985058239767232,26.646549658062867,224.54277709353073,63.84424570275117,1
454,Location C,Afternoon,211.6,1.0,Connector Cleaning,0.06,6,978.3909209241466,2024-08-26 06:40:31.926507,2.1183968377372944,35.63776570396593,258.7974595878633,94.33299544845683,5
455,Location D,Night,114.7,1.0,Connector Cleaning,0.07,7,666.3945002656749,2024-05-21 03:20:31.926507,1.750511271401968,38.16797096039781,250.68042750971512,12.088425153407758,2
456,Location C,Morning,59.4,1.0,Software Update,0.04,4,840.2481166001161,2024-03-27 02:39:31.926507,0.7779378405131443,38.72561762069934,384.52446478100893,11.61431905912657,3
457,Location D,Morning,217.4,1.0,Connector Cleaning,0.04,4,11.081542564915402,2024-09-01 23:18:31.926507,1.1779541409031973,25.98567436283559,300.8857304016048,45.17121811116732,4
458,Location C,Evening,165.5,1.0,Battery Check,0.05,5,81.51912446870413,2024-07-11 02:44:31.926507,1.4492946603595271,23.51358789506789,310.1787931742982,75.4339648989328,4
459,Location B,Morning,230.7,1.0,Software Update,0.07,7,231.39681581878722,2024-09-14 18:34:31.926507,1.4667237540819342,38.6570772624609,262.4789406136521,31.178535007175235,1
460,Location A,Evening,11.7,1.0,Software Update,0.07,7,148.22933150265047,2024-02-08 20:54:31.926507,0.7760567556810415,38.20230666105424,277.00677836179665,40.3440049731395,2
461,Location A,Morning,303.2,1.0,Software Update,0.02,2,34.994236014485026,2024-11-26 01:19:31.926507,1.358775582146505,37.94863781703297,298.55005294255096,60.66951481882948,1
462,Location C,Evening,335.5,1.0,Connector Cleaning,0.05,5,336.6225560027545,2024-12-28 17:29:31.926507,1.2867919765484088,21.568199272714434,232.2297885469082,52.77015169913743,4
463,Location D,Evening,344.3,1.0,Cable Inspection,0.03,3,39.17257461459606,2025-01-06 02:13:31.926507,2.103249911677386,26.429887656502505,228.89709769458378,62.01146780157229,3
464,Location B,Morning,265.5,1.0,Software Update,0.05,5,362.1666996065594,2024-10-19 19:34:31.926507,0.5337708893927505,30.703625764325714,322.006726833795,23.476743676161497,3
465,Location B,Afternoon,265.2,1.0,Connector Cleaning,0.02,2,607.39634749813,2024-10-19 15:02:31.926507,2.098580417255563,20.734001859243055,237.05508027848924,58.59547335154676,3
466,Location A,Evening,24.5,1.0,Software Update,0.05,5,114.93650237559778,2024-02-21 07:19:31.926507,2.3434766183985216,24.83903300758669,251.51854605647338,10.074975861664152,3
467,Location A,Afternoon,298.3,1.0,Software Update,0.03,3,115.49449804622665,2024-11-21 17:00:31.926507,1.380734731645981,22.028349203810652,211.0030954351989,49.36316272994204,1
468,Location A,Evening,284.4,1.0,Cable Inspection,0.04,4,87.28860796779763,2024-11-07 00:08:31.926507,1.1688676758467444,36.30823908190834,347.93247353939955,90.6199556484971,5
469,Location C,Afternoon,262.6,1.0,Software Update,0.06,6,86.46504311544803,2024-10-16 04:59:31.926507,0.7450549075034162,31.256300527933696,340.8017257196427,69.03553737662374,3
470,Location D,Evening,298.7,1.0,Software Update,0.07,7,636.4598158551187,2024-11-21 20:03:31.926507,1.653405118821559,34.42579139280838,352.6869843101547,86.27763232950059,5
471,Location A,Evening,335.8,1.0,Connector Cleaning,0.08,8,703.9759307633935,2024-12-28 15:31:31.926507,1.657722097181924,16.162515822451486,392.44872990470105,72.22665578226,4
472,Location A,Night,220.2,1.0,Software Update,0.02,2,657.8042095919725,2024-09-04 17:10:31.926507,1.2626393197169266,39.52914705669099,253.23148473411413,18.494996933474425,5
473,Location D,Night,174.4,1.0,Cable Inspection,0.04,4,913.9491690635322,2024-07-20 21:05:31.926507,2.1996452054653215,19.384132028668287,306.1061278219677,45.663196210617784,3
474,Location C,Night,220.3,1.0,Battery Check,0.03,3,973.3608865290521,2024-09-04 10:54:31.926507,1.9353264907707906,24.71703656630629,343.2409200742402,16.829932154609626,2
475,Location C,Night,244.2,1.0,Battery Check,0.02,2,197.3230566590517,2024-09-28 14:53:31.926507,0.8798968320084408,19.2968910766597,249.0808293332782,89.01014385753314,3
476,Location B,Morning,320.6,1.0,Battery Check,0.06,6,398.04358952156593,2024-12-13 15:03:31.926507,0.5139048882378447,31.93067755920302,393.4984025869636,46.00254570861024,3
477,Location C,Afternoon,213.5,1.0,Battery Check,0.05,5,103.72751608498045,2024-08-28 11:56:31.926507,0.5682521532355456,15.697583093398398,255.98283886050663,46.65626919720709,3
478,Location A,Night,245.7,1.0,Battery Check,0.07,7,103.6872004695665,2024-09-29 05:39:31.926507,0.5,16.192121579004144,285.736196809252,78.922134183436,2
479,Location B,Evening,250.5,1.0,Battery Check,0.05,5,91.87121723362138,2024-10-04 02:41:31.926507,2.114991626924108,19.063591196928655,220.4454442964043,53.710045912749685,4
480,Location D,Afternoon,90.7,1.0,Connector Cleaning,0.07,7,422.94219015729107,2024-04-27 06:53:31.926507,1.6607260800588994,38.34959361717636,363.51150595327294,25.51065626937781,3
481,Location B,Night,241.3,1.0,Cable Inspection,0.03,3,300.48037131231774,2024-09-25 19:02:31.926507,0.5935638277211447,26.67712699234501,225.28142399125107,55.56176998874167,2
482,Location D,Morning,240.7,1.0,Software Update,0.07,7,970.8201611838855,2024-09-24 17:17:31.926507,1.8218303390246042,28.64715945187533,267.4492613073337,22.236106575879134,3
483,Location B,Morning,355.3,1.0,Connector Cleaning,0.03,3,708.9214895131707,2025-01-17 06:38:31.926507,1.4125243567590196,24.158062650087317,347.87028293494734,96.35750596027383,4
484,Location A,Night,69.5,1.0,Connector Cleaning,0.05,5,203.21794812720407,2024-04-06 09:10:31.926507,2.195865387111879,23.979054244019373,214.85368982491778,62.931454075190764,3
485,Location A,Morning,132.5,1.0,Software Update,0.05,5,992.5182095968897,2024-06-08 01:05:31.926507,1.516266080097715,22.656908934032643,257.9517041419728,19.70628202440877,4
486,Location C,Morning,280.9,1.0,Battery Check,0.09,9,266.9226003997794,2024-11-03 00:52:31.926507,0.897012033697785,16.597740006880375,391.6519642210833,82.3373892886923,2
487,Location A,Night,1.0,1.0,Software Update,0.05,5,986.3086699125182,2024-01-28 06:44:31.926507,1.3819218556083304,31.54379982428811,203.0332718265845,69.33966699320722,3
488,Location D,Evening,76.5,1.0,Cable Inspection,0.05,5,896.4614226474231,2024-04-13 01:46:31.926507,1.470600402499763,27.70617248152205,281.6183685729062,68.67497032011292,2
489,Location A,Night,88.3,1.0,Cable Inspection,0.03,3,322.7375704402916,2024-04-25 03:53:31.926507,2.0904492446045033,27.413022163584635,284.06184732339756,31.121868105473666,4
490,Location D,Morning,80.4,1.0,Cable Inspection,0.04,4,143.32040168031392,2024-04-17 04:57:31.926507,1.8333875706179301,39.331155205480236,288.68308666041986,52.97494393854978,4
491,Location D,Morning,231.9,1.0,Cable Inspection,0.09,9,912.4372221620583,2024-09-15 21:45:31.926507,1.7098743939199363,31.452103211907403,314.031562275311,95.71649170875892,5
492,Location C,Morning,4.5,1.0,Battery Check,0.05,5,492.1018623980679,2024-02-01 13:08:31.926507,0.939485731710426,25.902401684346998,362.09866140085694,22.983467169432522,2
493,Location D,Afternoon,249.6,1.0,Connector Cleaning,0.06,6,963.3652140234466,2024-10-03 11:39:31.926507,1.4153267554938944,35.087556354547246,339.36785376059754,73.70411261058663,3
494,Location A,Night,96.6,1.0,Software Update,0.06,6,712.6236955758436,2024-05-03 22:47:31.926507,1.094022946262307,15.017601853895629,277.0558272517081,69.52356778498174,5
495,Location B,Afternoon,194.4,1.0,Cable Inspection,0.04,4,78.1341435338547,2024-08-09 19:35:31.926507,2.006822449966416,16.13109982213018,285.1489361538001,57.3712373227744,1
496,Location B,Afternoon,274.7,1.0,Software Update,0.07,7,407.3585823510089,2024-10-28 13:21:31.926507,2.257241448388312,16.068536796185374,210.93650084572803,37.250767391830536,5
497,Location C,Evening,110.4,1.0,Connector Cleaning,0.04,4,149.49259006263387,2024-05-17 21:45:31.926507,1.1531194719010645,34.13793493727242,200.58344569704042,85.21993776684452,3
498,Location D,Afternoon,77.4,1.0,Connector Cleaning,0.04,4,110.93528809375684,2024-04-14 09:32:31.926507,1.9750525984380312,37.02982533634822,337.18206810277957,30.760536091337375,4
499,Location A,Morning,231.3,1.0,Cable Inspection,0.03,3,690.8941013731437,2024-09-15 10:05:31.926507,1.58554912630337,28.968047984298266,333.41244477380064,86.67182379259516,5
500,Location D,Night,265.2,1.0,Connector Cleaning,0.02,2,470.80586598823845,2024-10-19 02:43:31.926507,1.1193879604034427,37.330488053946794,228.3850818659522,34.767397999946404,2
501,Location C,Afternoon,282.6,1.0,Connector Cleaning,0.06,6,818.3547814829963,2024-11-05 19:38:31.926507,2.088395422567894,26.50769579151362,378.5722608579564,13.71712827777853,1
502,Location B,Evening,343.2,1.0,Connector Cleaning,0.02,2,829.7843693068718,2025-01-05 10:28:31.926507,1.3695285441894465,37.098933524225274,281.26470388452645,67.59335405691448,4
503,Location D,Evening,162.6,1.0,Cable Inspection,0.06,6,384.6454481229508,2024-07-08 11:51:31.926507,0.6004976072810375,19.076618807780775,321.2818356997695,38.96433685662618,1
504,Location B,Morning,245.3,1.0,Cable Inspection,0.03,3,658.5191815810098,2024-09-29 13:25:31.926507,1.170613582791018,23.886801921940773,344.3718199568245,76.24896794432946,5
505,Location B,Afternoon,68.3,1.0,Cable Inspection,0.03,3,478.46176425865747,2024-04-05 07:30:31.926507,1.9260606967850624,38.89495394988712,296.5066403085742,15.522101364889316,4
506,Location D,Night,98.4,1.0,Software Update,0.04,4,801.7156922214331,2024-05-05 21:06:31.926507,1.3643971356109654,19.774619369088292,256.71499056443815,48.55477508039028,3
507,Location A,Morning,194.5,1.0,Software Update,0.05,5,747.976287782861,2024-08-09 11:52:31.926507,0.5,28.329035988092382,382.0794159129436,39.45741811800475,3
508,Location A,Evening,312.1,1.0,Connector Cleaning,0.01,1,21.081799690510373,2024-12-05 05:27:31.926507,1.4971825202041276,21.119690424046517,318.39814646495563,42.562044188314516,2
509,Location D,Night,10.2,1.0,Connector Cleaning,0.02,2,203.7203052364865,2024-02-07 18:17:31.926507,1.4922164523458419,36.86527902824167,274.39490388202546,71.58555889963438,2
510,Location B,Evening,112.3,1.0,Connector Cleaning,0.03,3,666.4105033575792,2024-05-19 01:15:31.926507,1.6924483788378661,25.14798360044651,334.87186347297575,45.914002393465516,3
511,Location B,Morning,126.4,1.0,Cable Inspection,0.04,4,581.1689296846197,2024-06-02 18:28:31.926507,1.9287030188905385,36.43439197217466,358.87365677177326,39.63441080041094,4
512,Location A,Afternoon,278.6,1.0,Software Update,0.06,6,533.113498418836,2024-11-01 03:04:31.926507,1.3115208573728936,18.090739247840876,317.316088120214,61.36566498419485,1
513,Location C,Night,228.4,1.0,Software Update,0.04,4,354.534849862869,2024-09-12 16:33:31.926507,2.266105668325025,16.965705503499972,335.5121838605173,86.72889455679714,4
514,Location D,Evening,348.6,1.0,Software Update,0.06,6,83.62262483628747,2025-01-10 00:35:31.926507,1.2836998762244396,19.94990165275677,253.60190768363688,72.86674013772276,1
515,Location C,Evening,74.5,1.0,Software Update,0.05,5,538.9506531676782,2024-04-11 14:20:31.926507,2.3941052722881047,18.518444673861616,237.15821592480577,67.8820509933606,4
516,Location C,Morning,78.5,1.0,Connector Cleaning,0.05,5,950.4844564790427,2024-04-15 20:02:31.926507,1.8080601937373835,29.698308673437737,333.22096664754616,74.39450365421311,3
517,Location A,Afternoon,41.4,1.0,Battery Check,0.04,4,815.6302680022166,2024-03-09 12:55:31.926507,1.8974975270750538,15.171060267261627,381.9594237282164,53.83451427912855,3
518,Location B,Evening,333.4,1.0,Connector Cleaning,0.04,4,459.9668077540036,2024-12-26 18:31:31.926507,1.1540875414668765,26.968430807766218,310.63221003394716,45.55432758181742,1
519,Location C,Night,15.5,1.0,Battery Check,0.05,5,915.7864626376977,2024-02-12 10:43:31.926507,1.9089827347902728,36.208112067269184,248.01220733646784,80.6588521345713,2
520,Location C,Afternoon,195.6,1.0,Battery Check,0.06,6,377.4793212487677,2024-08-10 12:45:31.926507,2.5047986947711296,31.933349616662877,341.25373012062164,99.1066357018745,1
521,Location B,Evening,148.6,1.0,Connector Cleaning,0.06,6,591.6275632175483,2024-06-24 07:41:31.926507,2.081032530268695,23.13274783443704,222.05349488798026,82.93913344230312,3
522,Location A,Morning,302.5,1.0,Battery Check,0.05,5,983.870203946756,2024-11-25 02:44:31.926507,1.6412720390038602,19.81924403392621,339.9899672814322,90.96127834596726,3
523,Location B,Afternoon,80.7,1.0,Cable Inspection,0.07,7,683.1951215976464,2024-04-17 01:30:31.926507,1.2261591874998063,20.58248957996581,371.40233617481135,40.768983971281045,4
524,Location B,Evening,247.7,1.0,Connector Cleaning,0.07,7,435.65397536941947,2024-10-01 06:46:31.926507,1.038577124530067,25.220765089945388,326.689573663302,84.61242163598989,2
525,Location D,Afternoon,10.5,1.0,Connector Cleaning,0.05,5,129.2245065582512,2024-02-07 21:15:31.926507,2.7796372247917445,32.056859814861895,341.40416914658806,10.017684248641789,1
526,Location C,Afternoon,270.7,1.0,Connector Cleaning,0.07,7,277.4806304669827,2024-10-24 00:45:31.926507,1.7833078017566926,24.00181811660618,355.57618770775815,28.59573475289936,1
527,Location B,Evening,184.8,1.0,Connector Cleaning,0.08,8,407.0268463809655,2024-07-30 22:30:31.926507,2.2250804790609733,32.02874625746112,294.6258324379527,43.56037722580283,1
528,Location C,Afternoon,157.5,1.0,Connector Cleaning,0.05,5,407.3023852371175,2024-07-03 09:05:31.926507,0.7354579537822356,16.71383861805064,230.9965570685594,93.40521140018502,3
529,Location A,Afternoon,333.4,1.0,Battery Check,0.04,4,989.9093733349832,2024-12-26 08:08:31.926507,2.1529108293945733,22.41746129154111,246.3673094213776,93.44242138753233,3
530,Location B,Night,320.3,1.0,Battery Check,0.03,3,31.43895898880683,2024-12-13 15:50:31.926507,1.4829332464375855,20.715548512341226,374.03051582660726,99.04676923880065,1
531,Location D,Night,16.5,1.0,Cable Inspection,0.05,5,997.9332552377145,2024-02-13 21:09:31.926507,1.5310067979978599,39.753772731417044,395.57594474849077,40.985555761580386,1
532,Location B,Night,233.3,1.0,Cable Inspection,0.03,3,207.30270369111895,2024-09-17 06:17:31.926507,0.5,18.081029905968506,289.3492750775938,58.28041924507366,3
533,Location C,Afternoon,184.2,1.0,Software Update,0.02,2,892.9540080474727,2024-07-30 22:36:31.926507,1.3402170486080163,16.565009384495237,206.79627773810952,30.35338145440117,1
